id,rating,trip_id
62868,4,880079
578935,5,458779
272766,4,477409
458231,1,23411
479252,2,650851
632043,4,23573
266707,5,154016
688725,4,668754
347951,5,872258
294738,2,652206
482920,1,435332
679384,5,419785
604350,2,998179
40098,3,114342
218984,4,945939
492835,3,364672
996679,4,104874
383801,3,528450
987195,5,973472
216644,3,285267
795696,2,412057
131397,3,493225
338632,4,954192
332356,3,225401
63793,1,602484
10058,1,926658
253249,2,112824
812570,1,898678
23760,3,328307
784970,1,495148
640817,2,514782
929077,4,266304
13741,3,870388
292311,2,102415
599363,2,997875
330446,4,364120
264378,1,56253
490302,1,576162
912629,2,221090
910504,1,16317
687492,4,548838
90598,4,569618
283827,4,654359
221641,4,454126
227465,5,964720
992541,4,195172
172773,1,805034
332923,1,272024
969135,2,779369
783286,4,563446
39675,3,621961
741499,5,988968
93519,5,304092
74933,4,942540
283341,4,720445
495671,3,922018
668670,4,615973
987392,5,787433
356668,1,287354
476087,1,854622
516622,1,416448
462660,3,683717
635673,5,52956
187649,2,98816
97274,5,196357
728934,3,813010
685385,3,567187
68041,4,587172
658752,3,505087
886668,3,159635
593872,3,864307
808496,3,904685
996149,3,486424
707947,2,448549
814884,4,224819
150524,4,133156
932501,3,178508
711518,2,120241
346616,1,38586
997624,4,241441
885573,4,709937
410697,4,163443
662628,3,610407
402831,3,375931
406962,1,737955
485839,1,101823
719398,5,450043
703451,3,175075
862010,2,232233
94247,5,649811
703384,2,337638
755075,4,24081
238115,1,434640
282824,1,672545
900510,1,772237
927020,2,272894
854677,1,961061
488038,4,71181
717172,4,445477
515523,5,759496
504027,4,253591
95087,1,431812
437951,5,746764
499839,5,47801
143519,1,472644
99737,3,974058
569842,1,910312
549855,5,785122
651471,3,730544
217533,1,329215
382049,1,330069
209008,4,876797
378220,4,214038
868636,3,443938
404947,5,608469
12241,1,477244
712184,1,675057
812805,4,741682
494435,3,930981
76204,2,592028
328277,1,336642
643887,3,251487
537829,5,962224
784593,2,232420
980658,4,479928
557489,1,943792
772275,5,154885
897047,1,164690
431793,4,48574
55896,4,646265
676733,3,653465
484212,2,306173
988109,2,800460
522302,1,406679
308670,2,714635
834191,4,798899
271801,2,135666
138344,1,61197
787824,1,508150
317983,3,559440
972462,5,945534
452618,3,437388
120477,4,765580
411663,2,812781
13772,3,884746
658355,3,643416
257468,5,633174
127045,3,110544
308965,2,748035
321345,1,430579
303493,1,708096
267846,5,81824
312593,2,465189
575429,4,81824
558129,5,464349
260068,5,730427
600210,3,190854
455155,2,280941
568843,3,250373
839579,5,200854
866827,4,299414
140081,5,972787
870760,1,809464
81935,2,586857
454670,5,876676
861103,5,935196
174478,5,485477
750549,2,607449
721327,2,843217
643690,1,289501
910639,1,491105
319663,1,190654
781735,5,382956
954588,2,361891
392916,5,232262
734940,4,763659
625036,4,42658
31029,3,632978
922325,1,663848
397225,5,792359
837132,5,63993
113986,3,789009
908281,1,369195
10024,3,111639
702196,4,96573
849742,4,409867
266090,1,373316
392790,1,396321
235098,5,649532
148653,1,731232
818433,1,453531
641899,2,163973
502317,5,300102
333115,5,337612
974751,5,34634
633697,2,400582
80117,3,736394
460934,4,176410
133075,4,519281
813333,4,886503
753705,5,155629
231431,5,683717
595191,1,218927
215476,2,830227
809919,3,358955
24860,5,53941
676269,1,704538
248353,2,930016
718255,3,294853
748151,4,337775
172071,3,423476
667971,4,66929
231772,2,947390
210942,5,236294
598132,3,696404
884622,2,370930
601710,1,392009
148499,3,769448
226229,5,415953
999801,4,609381
651988,5,866224
185540,2,34001
931590,4,486443
922219,4,115789
853311,3,211419
884493,3,404735
589189,4,22981
952559,4,209868
357688,5,535951
346213,1,456042
934284,4,255175
659287,2,262673
659010,1,637006
444500,1,255338
196402,2,246195
608036,4,615207
492043,5,794270
435771,3,737968
755136,1,600256
643348,4,53601
246183,4,697923
684537,2,862302
775961,1,258149
819839,2,339090
583527,4,533611
325107,1,132432
413976,2,561074
410073,2,256814
357997,1,102375
189662,3,520707
12934,1,309794
475137,1,735369
810539,2,48287
591414,4,530876
210197,4,349310
912703,1,842577
765142,3,44536
800870,4,587790
994511,2,446669
229237,2,306139
829511,4,489297
573715,5,705871
434982,4,129937
680879,4,898686
621638,3,526021
488712,5,215504
87633,2,390525
943331,5,966296
958512,4,833705
611293,5,128504
708000,3,815669
169683,5,454181
104247,3,304009
797860,4,598192
337672,5,650466
568834,2,437588
258823,3,905365
876327,2,163884
924530,4,783058
881531,4,753391
539282,4,515253
437612,1,923176
355096,3,635582
805130,5,261776
747139,1,929985
582034,3,119827
878397,4,573780
534124,3,778943
490867,3,148765
714456,1,936658
58718,5,617741
130606,2,234420
451061,4,297350
451457,1,660354
961863,5,958780
361577,4,272060
940136,5,540086
944348,1,504662
384121,3,109081
612270,1,936186
648184,4,717323
5915,5,384440
708484,2,129468
998889,2,609121
385629,3,734954
800173,2,710202
288858,3,342864
116763,2,806945
177970,5,714556
785157,4,795149
190607,5,836796
972803,1,586857
894057,2,962016
3188,4,204056
203650,5,733093
763693,3,609432
197510,5,701853
830522,2,14223
46836,4,150969
477653,1,240522
388360,3,568723
992899,5,744463
834526,2,874614
520545,4,947897
258291,4,150248
907547,3,223753
303850,5,40869
353457,1,375074
404072,5,729277
940721,3,482790
663172,5,670486
72577,5,644937
842941,2,784280
710569,3,859690
765937,4,187254
149871,1,523431
935722,1,467791
20746,4,445278
826434,4,31273
607963,2,553050
942420,1,805235
836262,5,81835
192452,3,741224
126057,2,824093
482525,2,858013
753532,3,298393
829666,3,65020
257310,1,91235
921854,4,279624
945693,4,512353
251662,1,872690
385220,3,554660
635286,4,332339
241158,1,267931
941200,2,662327
687057,4,480842
67884,4,23209
972017,3,296728
160310,5,83815
697647,5,419754
323688,2,356439
43910,2,325590
927182,2,291176
190010,5,975716
461245,2,464782
814477,4,315940
497330,1,29528
780320,5,424509
996012,2,221864
636997,4,969022
807969,1,805739
429254,1,513528
664193,4,851658
642891,5,40445
831771,5,739392
970160,3,727947
902191,5,185188
240168,1,905148
211734,2,136602
867927,5,129141
986179,2,196990
349833,4,692078
348132,2,933189
145340,4,806361
706387,1,154526
881583,1,237043
683307,1,609335
58833,4,585743
877136,5,200959
395143,2,577990
306223,1,546480
515801,2,56727
863865,4,817820
141882,5,65629
630242,4,91869
579188,3,482196
292286,5,87360
54406,3,944040
103618,5,452310
459604,1,252663
655577,4,922413
128120,2,374406
550436,4,439697
685610,1,814443
205177,5,862185
265805,5,366320
857874,2,697916
504112,3,564278
445122,2,976577
24737,1,532716
318318,3,379473
473469,1,379104
139738,5,939944
978466,3,240454
271079,1,766592
457602,2,685575
561056,5,498074
178864,3,513332
505210,5,511313
380238,2,707343
97729,3,26405
336911,2,296352
682756,3,98024
87170,1,420152
599421,5,52396
9828,2,355574
826994,2,800043
607088,5,494731
152703,5,865442
842945,4,850973
459012,4,412132
758051,5,236305
171859,3,187835
315906,5,854211
859087,5,953419
638795,5,238440
398376,3,181066
837805,1,314940
277157,1,858651
727540,1,165384
924722,1,506529
679758,5,207577
772187,4,432877
58305,1,191003
36532,3,635697
326375,4,56809
849770,1,235147
988130,3,556990
590069,5,559117
986028,3,686271
34104,1,857893
142766,4,392139
721245,3,892987
255648,4,180982
389487,4,186422
433766,3,640086
774090,5,116295
99199,5,563443
338154,2,34203
731761,2,668287
449920,4,18411
631749,1,454115
738255,5,452407
549157,2,622188
950855,2,877605
519704,1,479961
43312,3,768797
126627,3,232923
826077,4,148506
497744,4,55927
414604,2,266314
772619,1,842796
493585,4,784765
176404,5,743465
285677,4,805466
968453,4,879115
776263,3,706070
761927,4,721149
977963,5,270227
573385,2,857105
252728,3,171123
208079,5,225797
783736,4,930844
933880,3,797198
357943,3,241404
486932,3,575665
311231,2,471199
767047,5,911303
108982,2,677169
348101,2,529966
91396,5,966698
475920,3,788606
162223,2,553944
591287,1,746252
733580,4,688606
316279,5,821990
975365,1,76068
438641,2,198958
163319,1,193157
39132,4,648174
758007,2,711767
704537,1,618536
375230,2,697394
186465,2,726042
695302,4,781407
786471,2,182315
739111,1,647948
694830,3,942338
237748,1,162169
184475,1,225674
89749,1,455928
20361,2,825146
586399,2,492014
405785,1,209748
696761,1,798250
149846,3,109339
165317,1,328922
481366,4,793495
932116,3,798239
27452,5,765406
44331,1,728700
824076,1,265240
488842,5,537010
715698,2,757074
115601,1,128480
253923,3,263760
333451,3,124559
341241,2,427067
243002,4,676931
947413,1,693542
178381,2,129552
474256,4,407471
954975,1,650991
315218,1,185058
467308,3,534693
79333,5,517149
239559,5,918058
322995,2,805344
532947,4,150798
885987,4,339227
9915,5,332976
960105,3,419722
335529,1,366859
38165,3,196326
875408,3,887734
5841,1,259077
855849,2,756148
758877,3,328811
736363,1,862815
368789,1,39467
464362,4,169867
588794,5,947966
385727,5,439109
693230,5,537548
504850,3,272963
738085,3,21448
658792,1,356244
794330,3,865483
568478,1,482232
345661,5,973120
205797,5,836259
368260,5,759671
946100,4,356883
773876,2,151427
890100,2,110380
534681,5,44644
578778,2,656953
671945,3,978543
904034,4,338487
300852,1,325975
671944,1,699926
635280,1,463805
84423,2,185919
629052,5,850634
249168,2,471994
626124,4,521371
834333,2,478919
935575,4,227119
575018,3,13945
604061,4,685976
188245,2,422240
323825,3,846644
799687,3,922183
116607,1,54885
572200,1,37269
965239,1,509285
77774,5,262256
908759,4,293164
543397,3,345732
408055,3,97773
488500,3,840936
52116,4,387253
688375,1,16692
395949,4,128297
932282,2,870400
974956,3,408299
758635,1,927815
201290,2,81313
622761,5,724911
311669,5,846595
788717,5,935749
858979,4,880917
672300,5,284948
692111,5,706984
723464,2,324231
613736,1,542878
168282,3,108590
651580,5,19601
915306,4,957523
455826,1,504441
325484,4,499378
746515,3,739752
46812,1,146387
320020,3,209245
620584,3,949916
778997,1,210596
590892,5,318873
59071,1,658326
7397,2,309394
726082,2,533888
255488,1,253393
447118,5,521772
91043,5,647171
893213,3,181619
46223,5,901029
812837,2,123000
83374,1,133421
707006,1,55380
358536,2,894797
531126,5,207026
335787,5,145868
386143,4,684559
141029,2,550105
172023,2,740565
516715,4,520824
418321,5,165445
74471,2,640820
125003,5,287691
974393,3,403782
652060,3,642603
714876,1,168954
567077,4,684636
886611,1,381251
80397,1,118378
682888,5,166715
323224,2,756633
671239,2,50901
551832,5,20401
641205,5,574652
100674,1,77585
329577,5,184700
399534,2,182722
242174,5,224461
560368,5,975758
517621,2,156621
557856,3,526717
240280,4,489330
48394,2,485759
25677,1,326148
275628,4,85568
885769,3,510362
992297,5,886724
685567,2,149031
433035,2,28639
534411,1,451169
407220,4,362452
912127,1,940007
901496,4,944084
45839,2,777990
748326,5,601189
490125,5,568917
731820,1,611875
197654,3,566732
480605,1,973771
3205,5,526856
852960,4,508202
218433,1,597997
151194,1,605970
357883,4,578906
251211,2,15950
687904,3,436378
494952,2,133665
862095,3,814953
593718,3,138466
752268,1,334144
219940,2,362568
759287,2,776155
493636,1,166326
194833,4,851860
793951,3,249693
121924,4,206090
879934,3,62554
356297,2,699446
573359,5,912278
260895,3,131484
785670,5,589505
563966,2,872303
328911,4,769856
422531,1,332339
410542,5,237094
427956,4,311899
505465,1,56246
637992,3,877368
337539,4,868557
750223,2,820718
879422,5,155209
795878,5,34138
342041,5,436374
654700,3,884063
7106,3,499433
962306,2,277033
206477,1,909896
582837,1,871554
30680,2,839638
845527,3,686962
772736,4,615620
586369,1,880377
210616,5,946282
428352,4,595582
547407,5,519628
308555,1,311955
823710,3,589560
394282,3,593872
644849,4,751588
917143,2,666342
120607,3,727681
586798,4,438375
131619,2,843871
416212,1,489684
852366,3,65058
891481,3,653726
595146,4,476431
545771,1,145827
912319,4,871269
653160,3,117707
743957,4,542759
621241,5,229292
418308,3,603143
309494,3,696681
592183,2,68501
748937,3,421256
183457,5,180542
926578,3,711962
739344,5,707435
35639,3,43152
577134,2,129323
153534,3,94173
57635,5,600596
270078,3,963962
292746,4,992938
558577,4,330281
647236,2,729341
194003,3,198892
714103,4,179159
889897,3,502741
98868,2,369057
56935,5,604339
48895,4,714385
7304,2,317522
88049,4,295451
101406,2,80945
948636,1,932054
346559,3,990738
760411,2,967278
50273,2,899990
408023,1,19023
579349,1,967278
454568,2,621682
31387,2,21244
550646,2,280617
215817,5,491588
651152,4,303903
721007,5,511225
379059,3,976065
727865,2,705797
442805,4,155474
827376,3,316802
88560,4,260209
528166,4,666075
655701,2,757671
972106,1,331169
340397,1,112360
879914,3,275775
977489,2,143525
140118,3,897955
511717,4,536176
449230,4,365346
887331,1,379168
276229,2,995743
952264,2,614118
755930,5,888076
492478,5,997111
594475,3,732906
273653,2,772312
755212,5,904373
747394,1,603601
73526,3,134299
391728,1,171384
730327,5,21282
30476,1,99468
384064,1,615299
906312,1,789797
899876,1,720147
900535,4,745764
153122,5,419729
463933,1,927565
551747,4,332152
313189,3,813885
317404,3,291384
181803,4,964218
68269,5,364716
151694,4,945149
385534,2,887780
885837,1,880993
407027,4,446646
945331,4,143890
368491,1,146215
896217,4,546647
929477,3,103980
355853,3,297076
613467,3,161045
731020,4,600628
161714,1,582478
372050,3,31537
972468,3,664267
664556,3,311407
334721,2,436824
190332,3,119078
822090,3,618486
285076,4,436455
979605,4,810720
677288,2,444952
21628,1,856633
221293,2,215421
227726,4,197128
325869,3,293813
694802,5,519467
649639,4,981867
6724,4,786012
325852,4,611628
621999,3,434577
201486,3,82196
818577,1,44111
826762,2,981089
38182,3,851827
642480,5,346104
587931,5,519511
798262,2,506186
388461,5,419696
875830,4,42911
375369,4,448806
668366,1,850898
717164,3,381730
553203,3,876906
383056,3,257862
737802,1,975466
302566,2,132639
127377,1,200046
385033,5,282616
709709,5,683470
187615,1,907714
259327,4,200815
102499,1,601158
118682,2,424671
807068,3,553510
317315,1,240676
116760,2,584456
296932,3,740098
742510,2,464720
851132,4,698807
512697,2,228641
603687,5,55882
360412,5,122635
589894,3,536076
443564,1,518417
138163,4,470659
163483,5,404226
308452,3,744399
899918,4,591492
742798,4,606945
85228,4,37963
123545,4,647556
580331,5,203137
8409,5,999599
675599,5,344027
200794,2,955492
265879,3,422263
623562,1,256357
14298,4,852798
607686,5,98596
698959,3,60039
645836,1,445785
494849,4,892603
157528,2,882441
907666,2,763973
362094,5,589132
902477,5,385257
549885,3,37754
649326,4,863482
824506,3,754419
502248,5,563938
95254,1,201591
100960,4,325553
340660,4,943252
161763,3,654627
448503,3,12523
223672,2,76698
38759,3,492003
288510,1,379746
601062,3,564922
812911,3,186209
172622,5,94355
311445,2,743336
579296,1,154835
78727,5,286535
70910,4,174750
383246,2,934874
69986,5,830298
560618,3,77927
449407,3,312389
741134,4,161969
30973,2,446205
867262,4,869046
108315,2,123772
772160,4,404852
840498,2,603910
826270,3,605254
601669,4,612494
876992,4,75854
265769,2,959002
49464,5,484412
346550,4,153725
984552,1,904275
163338,1,729474
837003,3,283078
266176,4,942208
499912,2,229265
312874,4,837948
306248,5,999599
721250,3,775976
563073,5,801237
377764,4,187450
211114,3,964981
820961,5,748753
350364,3,615350
446224,4,250064
333705,5,414802
974278,5,732130
861265,3,946603
291707,3,26389
144231,4,233829
790652,1,626041
26928,3,181395
307292,3,379610
621864,4,416633
378418,5,155621
584349,2,807467
709519,2,605554
109391,1,569367
230571,3,226563
225518,5,615361
577637,3,377878
661675,1,459376
338771,1,952808
479097,4,148962
920586,4,489216
224670,3,915022
95245,5,987951
405045,2,105583
618308,2,738559
831095,4,638566
378226,2,631740
583545,4,626973
91615,5,927702
586608,3,932121
12879,3,533111
663364,5,945475
716452,3,131229
962567,4,306267
65857,3,127714
794320,4,366311
87468,2,844431
259415,5,387423
78602,4,219477
384221,4,218176
749400,1,71914
441181,4,413900
81978,3,592670
831615,4,915855
396231,1,808710
622538,3,115773
501811,5,167262
105110,1,419244
327771,1,971560
143267,1,431146
613361,3,986532
170951,3,389703
222564,5,336355
493278,5,626646
259998,1,788209
578347,3,947685
898248,4,638190
222826,5,545468
943767,3,844193
211278,2,987238
907180,2,345770
169437,4,175936
659976,1,742677
628581,1,781041
674862,1,272024
221056,3,268460
965308,5,677293
912148,3,625782
447180,1,578132
136594,4,335369
839213,2,178548
968812,4,394173
387074,2,985391
570053,4,511319
268315,5,47144
495473,1,655747
925237,4,970716
877012,2,240314
719876,2,768347
270304,2,766537
282368,4,989421
416132,1,833599
937496,4,803786
758532,2,484284
196437,2,720144
715412,1,333572
176535,1,601888
364036,3,859226
838344,1,841072
118527,5,159825
907752,2,428459
425523,2,872287
283695,2,298206
821447,2,660394
90635,2,231055
304018,2,696734
944104,4,770123
689702,4,167087
446913,1,730979
177977,2,405179
316035,2,21244
865523,4,588800
716348,1,507318
392634,1,234732
508104,4,915596
343812,5,567187
862592,3,863868
816769,4,985414
629206,4,336903
477321,1,429964
289835,3,509844
362656,5,248621
848967,5,107051
901432,4,831373
27095,2,91747
444023,4,819084
976033,1,843445
739799,5,559264
338251,4,299948
81071,1,597136
226802,1,429663
923880,5,329384
6306,2,949475
158174,4,772895
432230,1,690102
301347,5,945623
169387,3,725788
320300,2,721512
102776,4,438273
996259,4,769381
673228,5,18843
524096,5,979239
632648,5,464089
149411,1,164017
577606,2,743465
694834,2,138346
59033,3,294948
765174,2,118866
969623,2,861523
486783,2,49869
453241,2,326609
913462,5,324685
430009,4,221507
247209,5,914817
470855,2,714550
186409,5,588174
540689,2,757500
735493,1,687865
531181,4,598239
520495,3,704686
698178,2,393111
943289,5,492263
271575,4,702821
866217,4,928552
166825,1,918868
695031,4,520420
313423,4,991861
779826,5,815373
520007,2,90358
137673,4,992317
873948,1,308144
868227,5,663893
230306,1,252668
572640,4,110877
146790,3,904602
342037,1,270145
781331,5,366789
401124,1,866188
620810,1,825197
46382,4,709340
154640,5,789742
307028,4,78395
593259,5,131245
706253,2,653204
65942,1,245396
702950,4,128297
127338,4,61538
154086,1,341753
243812,4,350439
764642,4,598192
26486,3,706086
585707,5,176107
883240,2,612939
321600,3,321981
756854,1,717460
651777,4,982378
558367,3,508014
149906,1,269432
112017,5,573930
343447,2,361047
556195,2,361496
69876,2,567767
804656,4,533242
184270,2,821274
832806,5,860439
27208,4,347864
326814,2,453214
432081,1,985300
103032,3,698404
303861,3,641648
961098,4,153083
415145,4,172559
215740,5,364346
244241,2,883992
74228,4,804642
186926,3,752328
197752,5,600873
33349,4,317164
690187,5,79054
671356,3,770469
366301,3,384468
770955,1,292706
519440,4,635459
401602,4,881632
154460,2,787546
26142,5,786183
769296,3,136528
301245,3,398461
191375,3,516376
144156,4,35923
524069,5,427555
599550,3,107253
575464,2,279420
660930,5,873748
892607,5,346317
259962,2,367369
88497,5,44874
265013,3,489894
721126,5,997532
625753,1,723259
529228,4,858504
189149,1,426663
518934,4,215640
657190,2,495580
518773,1,713329
494983,5,616339
829272,3,687179
40548,4,623495
989111,1,260761
698187,3,799761
970825,3,394901
143681,3,840314
608172,3,239801
458471,2,485806
681024,4,88889
309814,3,790361
538527,3,805258
99604,3,710991
136077,4,12580
695288,2,681408
984029,5,411652
68916,4,333095
501504,2,710737
743333,4,580014
761175,3,125664
365767,3,374807
767034,5,246545
294917,5,536979
255113,1,867880
627386,1,982672
783930,5,950569
789900,3,729232
151019,5,737270
461033,3,148425
918675,5,843218
605737,3,167622
614242,1,657726
794076,2,364886
534283,3,302042
